chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.5534082,4252.560014827075,1825.450042641598,6329.524178340517,0.38101652298850575,-154.3003,51.353817,-96.44258,118.969894,-71.140976,67.14019,-46.61736,38.709164,-24.040201,14.543674,-3.3793151,-10.305788,16.781204,-25.801508,19.607943,-19.619162,15.840431,-14.446867,9.60421,-4.845275,bat
0.41268343,2998.310067968794,1927.1657800808719,5306.573275862069,0.2077215786637931,-147.19957,65.23176,-90.73634,92.21675,-21.46042,44.38897,-33.472397,36.320946,-15.321223,4.4589877,8.585454,4.39063,8.950391,-8.005967,26.798655,-8.919532,17.9311,-4.7198706,11.997414,-4.1169906,bat
0.39251962,3237.459413545913,1932.9342874707052,5494.679418103448,0.23223105244252873,-152.09291,52.073692,-74.553665,94.8028,-21.40886,34.336372,-36.408897,40.991146,-12.489329,3.6218164,16.848955,4.828368,9.726096,-6.110313,17.469437,-10.571532,12.368212,-7.5173054,12.744755,-4.314551,bat
0.39570618,2931.6337324710057,1927.7415703368924,5169.4537984913795,0.20098666487068967,-187.25539,75.42491,-80.51496,101.91202,-23.063032,38.95414,-32.365955,38.108055,-13.999809,8.03703,5.269191,1.9102486,17.679073,-12.052783,19.672207,-7.317426,15.787411,-8.740564,11.439006,1.2637377,bat
0.41767803,2856.3201974331173,1856.9241768236914,4740.522292564655,0.20044787176724138,-187.85364,78.855576,-82.023,105.550285,-27.421232,34.68955,-21.425135,32.47072,-18.631554,12.933514,7.487982,0.47681278,13.710114,-8.401137,21.33997,-8.616885,15.207553,-6.814275,11.88269,-1.4364989,bat
0.4570789,2939.3893571595586,1945.3674263379492,5252.245251885776,0.1972038882902299,-203.62868,63.5262,-82.24744,82.37436,-24.191881,37.93395,-22.085915,40.769936,-4.5337543,11.859727,7.9727645,-2.1796958,18.213604,-2.0510318,22.112328,-9.13465,13.139905,-2.9109566,9.511934,2.9903936,bat
0.19509196,1717.387674459665,996.8024722857464,2749.072265625,0.1299950610632184,-170.82822,137.41234,-141.36288,12.119519,-12.010454,-23.854166,14.1222725,-21.415642,1.9571698,4.6055984,14.151652,36.74032,14.6674385,10.346803,-4.8014913,-6.695415,10.46243,0.34735,-3.6918333,-6.60745,elephant
0.17053024,1426.615450451583,1146.317848975024,2429.4155778556033,0.07962913074712644,-244.5465,111.23861,-74.66221,9.465468,-35.6383,-11.275845,2.0114462,45.23274,31.259695,18.238167,4.1906323,-21.151491,-12.571762,-5.7437806,13.336739,0.6859775,5.4391074,10.784668,3.3092504,-8.705616,elephant
0.14705257,1482.5044758202537,1299.9503532887823,2765.779061153017,0.07754691989942529,-249.60309,109.512794,-57.86235,17.584284,-31.710371,-10.873863,-4.1909065,31.312153,30.879349,30.948112,20.16759,-11.144659,-16.170908,-18.998768,7.8531938,9.870055,4.723686,0.6698394,9.301236,10.529833,elephant
0.17725433,1506.8917944610912,1188.9146463252266,2549.456997575431,0.08552779274425287,-199.33064,111.12809,-78.18621,4.8978686,-33.454277,-7.3641043,7.5092444,49.998203,33.214878,10.409868,-0.07103238,-23.162525,-16.6651,-4.3062806,16.306635,0.74263424,0.28921148,13.101235,15.557037,-8.499431,elephant
0.17058206,1400.7665437529715,1197.592294196022,2263.337654903017,0.07596421515804598,-216.80437,113.37586,-66.2467,0.27420837,-32.592953,-7.2763877,-10.944061,27.828903,22.97334,22.967451,28.09075,0.5004151,-10.447099,-24.191763,-4.593599,6.102736,1.7638515,-8.097858,10.725949,25.775223,elephant
0.5820136,2029.154136456246,1842.368986791448,4237.709624191811,0.1280475484913793,-218.69978,144.50934,-55.058548,57.269352,-45.860165,31.225449,-15.558617,16.438469,-9.849839,12.062232,5.0814347,-10.064951,14.097674,-9.901175,8.805947,-5.1818776,6.5141993,-8.311307,0.28389347,-4.5157204,elephant
0.19747303,1399.035151482059,1120.028987085671,2398.724575700431,0.08386090158045977,-178.25269,135.3202,-78.7462,2.288288,-28.945063,-5.4126687,5.562228,27.732737,20.350513,16.048018,9.486093,-9.321794,-12.446428,-13.497392,9.8090725,5.1558547,3.436932,3.2574751,2.8200314,-0.24193488,elephant
0.17100616,1415.7115223893427,1102.3537803037257,2406.5210802801726,0.08176746587643678,-203.2836,110.03291,-77.025024,2.3262331,-34.12756,-25.720806,-7.75541,24.112799,29.271027,23.387548,16.086254,-5.8418884,-16.867643,-19.372084,6.083294,8.547551,-0.9375242,-0.7376022,11.937956,13.667206,elephant
0.17020921,1491.1364062950263,1189.7215308297623,2525.9437297952586,0.08595433728448276,-226.06863,109.00714,-70.97449,8.13819,-33.793392,-13.453822,-4.359914,29.461662,30.899958,18.378307,-0.663266,-25.149374,-17.166897,-6.587368,19.380123,7.180667,-3.8117533,8.183314,14.777821,-1.9102612,elephant
0.15984897,1311.2672838477679,1096.9237512947163,2190.3227707435344,0.0791857489224138,-173.33295,143.69437,-71.23698,7.213391,-26.24566,-3.2632594,2.3331351,23.801426,22.3203,15.296449,2.1919699,-17.551275,-9.864613,-6.7698765,9.444966,3.0085137,1.3811976,2.807249,0.47126758,-4.5918956,elephant
0.17739435,1349.8163622969755,1155.5964457315358,2373.602505387931,0.07589125359195402,-180.8228,131.97139,-64.05498,6.309859,-29.442013,-14.393778,-6.842346,21.420267,24.510605,17.378271,12.0053835,-5.985359,-12.016906,-20.36988,-1.1863402,2.1067164,-2.5557532,-1.7896067,8.347818,13.855528,elephant
0.20746312,1748.8286159661238,973.4772545919232,2644.500101023707,0.14351540050287356,-158.11717,153.19606,-146.14009,15.762766,-10.4796,-30.829018,12.222811,-17.16544,0.3617979,-6.5863724,2.1076238,30.092606,17.237604,25.191792,9.649507,-5.930298,1.3061745,-2.1299498,7.5291047,-3.207372,elephant
0.18080881,1535.8338313161407,1140.465584848634,2492.6538927801726,0.08512931034482758,-207.38477,117.69615,-87.136925,12.07785,-31.708569,-13.904639,-15.595462,26.075565,32.366566,19.581467,6.149478,-11.327874,-13.952944,-13.756022,13.332993,2.0622988,-0.4237924,3.4014616,6.357459,3.4582648,elephant
0.2556162,1491.9352067606692,1313.1184438204386,2676.057381465517,0.07099160380747127,14.382828,150.24963,-86.004364,16.919024,-51.026382,-8.97289,-30.696404,3.9794943,-6.58875,2.1859565,0.8015705,-3.320383,3.209669,-9.940503,7.5082726,-0.34923244,14.303286,4.202101,7.6293573,-4.239582,elephant
0.26331252,1758.2206571572858,1127.618906920087,3011.554586476293,0.12029678520114942,-95.49181,161.3771,-133.12947,29.086758,-17.290514,-24.366674,17.29338,-31.77589,5.525461,4.2357635,-0.7103738,24.80521,-7.251763,-0.26772618,-5.220217,-16.923134,9.006353,-4.848875,-2.583325,0.60284317,elephant
0.19044387,1641.7426914077107,898.9900376892517,2462.457906788793,0.13651109015804597,-202.46976,146.3045,-135.2147,-14.382052,-9.590961,-39.95464,-10.597703,-17.574316,-12.874457,-15.103652,-1.4905149,25.277044,22.190668,19.372534,6.5707536,-9.955103,-2.746366,9.811431,11.325198,-0.67902434,elephant
0.18223032,1636.5989220316453,933.2934298165414,2598.7111058728447,0.12094221443965517,-184.08847,134.9266,-138.23412,-11.065981,-7.622433,-37.521107,-0.58857113,-20.582869,-15.777505,2.763382,12.186592,27.44786,19.292738,4.0175986,-5.9504366,-4.618308,5.915949,5.959041,-3.5147815,-4.4727106,elephant
0.23872463,1236.9710520988165,717.5208046216784,1813.9867322198277,0.09431124281609195,-185.83693,167.76955,-98.94126,-45.62742,-13.876298,-18.363932,-3.7695255,-7.805094,-9.118111,-6.3720512,-5.7410307,-0.6641818,9.915468,17.698345,22.262014,17.0874,6.1804314,2.1001594,3.941179,9.580228,elephant
0.36088166,1662.7606758055256,1402.702348215043,2914.9026804956898,0.10590651939655173,-18.426685,154.76123,-95.36459,36.934914,-32.060246,21.56168,-26.044683,3.9936695,-27.142233,-13.551486,-14.470397,-16.579018,5.0293226,-9.444359,6.0924664,-19.007792,-4.8368654,-19.33881,-8.139046,-11.801964,elephant
0.25230286,769.4488411738819,761.703125743545,1317.1142578125,0.050017959770114945,-119.78268,216.33652,-30.091106,13.156524,17.916422,-20.230488,0.20873037,-1.7049608,-19.57447,4.3170276,2.0635314,-3.4716375,16.224987,4.776296,-1.469772,5.8232584,-7.8596444,-11.146454,2.81456,-3.6142256,elephant
0.16927539,1664.0783636590068,1365.1972344156738,3000.6642308728447,0.1021349676724138,-208.9576,115.0468,-86.68492,24.280415,-30.27841,-0.23674169,-15.779121,-4.8295717,-15.22124,4.0641475,15.184918,22.017359,23.320305,-4.3714128,-0.3689045,-12.707513,6.318591,-1.4086096,-6.9756737,-6.94812,elephant
0.2003657,2176.6794525348178,1456.8726567617132,3759.276501885776,0.14463788613505746,-135.88475,119.3335,-123.923836,36.013256,-44.172714,8.551159,-18.753864,-14.256978,6.784763,-34.765182,18.980938,-2.0182533,19.067114,15.969954,-13.692276,0.4912194,-22.972298,8.868804,-0.64628476,-14.421231,elephant
0.25906998,1346.6130343261746,883.8836834166921,2069.910088900862,0.09545056573275862,-171.95972,159.19609,-110.988045,-16.213175,-20.637247,-14.624219,11.202499,-15.147345,3.7332473,-5.7432356,-5.7494073,8.761901,2.1265116,22.254612,20.012709,13.082963,10.587017,-5.90335,6.568708,9.341651,elephant
0.22866301,2100.6925682063484,1447.1205027985177,3616.8356007543102,0.13240279274425287,-106.291794,129.01059,-131.16869,36.603798,-49.64507,12.006572,-14.647733,-12.1224985,5.076796,-37.754124,18.6045,-9.518273,13.2332945,15.781275,-6.95913,12.062813,-18.586567,4.8960133,-5.5588837,-11.637469,elephant
0.22587892,1509.6795407964871,1004.2852590205514,2483.7436018318967,0.09816136853448276,-112.03956,161.43605,-103.08091,11.5440445,-19.19106,-31.73061,8.980941,-20.175896,-7.803072,-12.765778,-10.334503,15.493888,4.046615,12.394032,10.257087,-5.238522,-0.5502073,-7.216414,-2.9967263,-2.6281967,elephant
0.23401333,1293.967147530444,917.6142794600154,2046.149313038793,0.08718907147988506,-91.73936,176.25037,-95.24964,-2.0004492,-27.164558,-19.493593,7.5407567,-19.262217,-4.9010096,-10.371398,-12.251664,4.394329,0.12364383,15.053202,18.543688,6.610877,5.800632,-7.3451414,1.1369143,6.581827,elephant
0.19407879,2359.1416002911847,1697.5264298101079,3885.381869612069,0.14176432291666666,-8.241366,87.399,-104.66623,33.526436,-41.980778,4.9069824,-32.52964,10.172065,-26.353863,24.790218,12.475139,26.085064,20.130142,-15.200484,10.514761,-17.079792,18.586359,-13.524828,-2.407687,-1.1542447,elephant
0.16794713,1294.6167649213287,820.7014913369763,2249.4772023168102,0.08329404633620689,-170.92305,179.54683,-91.1057,-18.497324,12.777737,-44.28514,-8.280243,-6.0216002,-32.794678,5.7755723,16.762123,3.43933,12.531298,-8.865163,-23.34777,-2.3402777,-5.0829463,-13.07739,-6.497218,-5.723981,elephant
0.22854881,1836.719302485944,1099.7344252811015,2974.675882273707,0.12817663433908047,-121.53789,163.01866,-146.41429,33.018,-20.098482,-26.892633,21.422747,-25.26558,4.528009,-10.468241,-8.509815,28.352968,2.4036584,19.822569,11.897812,-8.782555,6.2576666,-10.392047,2.2130234,-1.4828488,elephant
0.16126479,965.2283044649247,795.9265550523481,1759.906216325431,0.06255051185344827,-162.05354,224.55783,-65.97899,3.9899976,33.418144,-26.599281,8.597217,9.523096,-20.120798,3.02583,-0.06940478,-1.7752175,27.047958,19.65855,9.309107,8.715912,-16.354952,-14.021288,5.1223683,-5.994104,elephant
0.23951195,1510.8584311152938,1403.3119442887883,2806.7416487068967,0.08680742636494253,-73.71087,150.90839,-58.808235,31.968784,-33.508812,10.133058,-14.297279,12.267333,8.350389,10.878441,8.89207,-7.4150033,-0.1166958,-13.979102,-2.9043064,-10.883649,-0.5529639,-3.597375,9.176733,8.269216,elephant
0.36305383,1044.1400019308876,1084.8936003909794,1755.0798087284484,0.05784168462643678,-27.87634,193.16862,-51.896637,21.392414,-36.970055,-6.222815,-29.42811,-1.2413238,-10.383867,-0.64890075,0.81287867,-6.2171717,2.4954698,-12.8347025,-2.9172091,-11.581667,1.3074365,-10.654309,-7.5911956,-2.8820357,elephant
0.2934899,870.5561151143033,821.5338351768179,1330.108432112069,0.046667340158045974,-104.56085,202.20522,-42.72178,-2.7609036,-35.019226,-22.793404,-14.288499,-26.58281,-11.516704,-5.7259893,-10.778723,-11.9057255,-4.756247,0.451902,-1.4364314,3.251442,12.843971,3.4836774,0.08286102,-4.8288035,elephant
0.42429712,3067.1492383408786,1775.2080370090744,5100.399043642241,0.25353582974137934,-95.018166,43.886196,-125.51623,57.973766,-45.698536,27.157393,-35.12393,34.08349,-18.044909,3.560409,-8.742361,-2.962676,21.416967,7.539098,34.568607,-13.779762,8.532441,-21.110321,2.8612788,1.3146901,elephant
0.32689163,888.3975193805044,800.7449346295713,1366.9871363146551,0.05408135775862069,-129.78246,207.63228,-49.840546,-5.2391343,-33.845993,-18.651047,-7.0314555,-29.633049,-5.7853885,-7.954006,-7.033756,-12.07016,-21.371431,-1.0079092,-2.3214388,-6.205422,7.6233935,11.619466,7.5950913,-5.6676946,elephant
0.1671313,1323.582801998074,866.3393791083406,2228.191507273707,0.08325475933908046,-179.62341,180.65266,-97.18623,-6.4200845,11.535864,-41.164906,4.4828844,-10.378593,-26.597347,16.555937,9.8886595,8.994465,18.533962,-13.00747,-12.936297,1.9565883,-9.992361,-3.8402216,-4.5214357,-6.9470434,elephant
0.166896,1318.1756747900486,861.8074206675043,2274.351764547414,0.08350170617816093,-193.01195,175.06194,-92.95405,-11.183782,9.187566,-45.762074,-2.3247662,-9.916201,-31.592712,10.630953,12.816096,7.1527185,15.478715,-13.288261,-19.536919,-0.3023678,-7.825739,-8.845676,-7.7347217,-8.0249405,elephant
0.1724595,1333.300359773148,903.8561465473003,2289.8210196659484,0.08315934806034483,-182.87796,163.79639,-91.188614,-2.5980957,-6.7814775,-32.227524,-6.962476,-16.534323,-17.497974,-3.093508,18.09932,11.813516,2.9180138,-2.4015992,-23.656494,-4.400769,1.524451,-15.708604,-6.559725,-4.7417994,elephant
0.17137744,1707.973530081988,1352.1526333037627,2815.2806775323274,0.11212508979885058,-75.30725,130.95633,-75.80359,27.052313,-26.133728,-0.39916342,-23.001554,1.1256844,-21.328796,-5.643826,9.512273,15.591225,22.81634,-1.5478424,-1.1676878,-22.50847,-3.1055036,-3.5902545,-3.186103,-13.427059,elephant
0.15424523,1441.1310142078044,1243.900616210162,2535.967807112069,0.07807448814655173,-240.72812,103.97757,-63.770576,8.986602,-34.412643,-15.459059,-1.5681428,27.500404,30.719364,31.567467,18.376366,-11.538182,-12.367624,-19.29851,-1.5245838,5.1005454,2.909626,5.9481664,16.27572,11.534024,elephant
0.2426086,1594.463901451749,1562.6715960900578,3046.051025390625,0.07319245515046297,-337.92346,55.31819,-44.18238,19.919268,-25.715136,-11.515118,-16.673353,19.840908,20.213736,19.606112,15.222176,-22.927855,-16.176517,-27.373735,-5.247938,3.0210855,-5.443238,-0.9953201,4.9990144,12.921142,elephant
0.33418453,1202.0530064479158,1162.219409670916,2098.6685517169676,0.07119623336501901,-336.6431,140.88388,-25.322773,4.30533,2.7345495,-17.966074,1.9817581,-5.252158,-11.554091,2.2677531,-2.3383315,-2.4262226,2.9405093,-8.523313,-12.671067,-6.8309445,-6.443092,-8.024232,-6.804163,-5.769389,elephant
0.27971432,1684.8078297303484,900.2073038753313,2646.19140625,0.1407741970486111,-250.75436,151.20506,-114.28861,14.617711,9.305694,-34.69515,12.843574,-6.3824677,-12.077471,0.38962236,-6.0662823,9.6557255,16.05358,7.9488187,-0.59456086,-7.394,-9.174668,-10.235369,-5.08934,-4.983755,elephant
0.29942214,1376.2502558254948,881.8198785078356,2199.7567525724085,0.10871601880081301,-297.54834,155.10826,-74.287964,-3.6944356,-4.2438407,-18.286867,11.153613,-7.2259865,-5.6983614,-1.0022389,-6.608526,1.71134,3.2676287,3.9211068,0.21302213,-0.39192262,-1.41833,-10.615614,-4.662308,-2.4908278,elephant
0.2143224,1256.833770525769,1077.099010697027,2368.13471867488,0.07207312950721154,-302.60156,162.04123,-53.440414,7.413856,11.663213,-29.114206,1.0803655,5.4024787,-19.202152,1.0528096,13.390616,0.3518584,4.5181856,-8.500195,-19.7323,-2.4809356,-4.160457,-16.191095,-11.25973,-6.5352535,elephant
